id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,71,11/15/1994,0.769,0.505,1,-7.345,1,0.311,7.49E-05,0.0777,0.757,171.804,279507,4
1aWV3uY3SIEZVbmv45oFWS,Creep,TLC,64,11/15/1994,0.811,0.458,5,-9.688,0,0.0193,1.41E-06,0.0526,0.797,92.94,268533,4
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,71,5/31/1994,0.584,0.533,10,-7.11,0,0.684,0,0.306,0.224,131.745,288427,3
7MYmo0JJJDmu4MZTSAF9y3,On Bended Knee,Boyz II Men,56,1/1/1994,0.631,0.516,8,-8.225,1,0.413,0,0.115,0.18,116.654,329800,4
3pEuO9J2MTEmec8kUfYYvl,Another Night,Real McCoy,60,3/28/1995,0.813,0.882,7,-7.575,1,0.0908,0.00457,0.147,0.874,125.983,236933,4
6xkryXuiZU360Lngd4sx13,Fantasy,Mariah Carey,74,10/3/1995,0.669,0.727,7,-7.588,1,0.139,0,0.123,0.807,102.322,243493,4
5oqukcHWfqq7HGjyKwLX1y,Take a Bow,Madonna,53,10/25/1994,0.568,0.366,8,-8.854,1,0.417,3.39E-06,0.0664,0.311,79.98,321360,4
0JCAezTC5IlK1a9o0YBEsD,Don't Take It Personal (Just One of Dem Days),Monica,55,7/18/1995,0.731,0.355,8,-12.741,1,0.00864,5.14E-05,0.0579,0.529,175.72,258467,4
6uQKuonTU8VKBz5SHZuQXD,This Is How We Do It,Wino,62,1/1/1995,0.799,0.623,0,-9.374,1,0.0141,0,0.43,0.773,103.649,238800,4
698R7h4SU5zyNil1iReHAX,I Know,Dionne Farris,40,10/25/1994,0.589,0.962,7,-6.815,1,0.0502,0.00225,0.242,0.503,103.396,227827,4
7yhmvQh1JOzbNiNFQo4Tfc,Water Runs Dry,Boyz II Men,52,1/1/1994,0.589,0.368,0,-12.979,1,0.475,0,0.108,0.523,89.626,201400,4
6Vas6h9lB5mmeVDXdFqlQA,Freak Like Me,Adina Howard,58,1995,0.655,0.837,11,-6.04,0,0.0262,5.85E-06,0.0454,0.66,91.014,253613,4
500Tkm3vJmVtdUwdCVxCTb,Run-Around,Blues Traveler,64,1/1/1994,0.629,0.867,7,-7.307,1,0.0865,0,0.126,0.876,151.695,279800,4
70d8omRI2p7qesFOiy55Ro,I Can Love You Like That,All-4-One,57,1/1/1995,0.635,0.712,8,-4.998,1,0.0811,0,0.322,0.423,91.024,257960,4
32Gf5A7Hr8RdgggXG0Fdks,Have You Ever Really Loved A Woman?,Bryan Adams,68,6/4/1996,0.57,0.478,7,-10.185,1,0.536,1.33E-05,0.0931,0.358,145.517,291667,3
2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,73,10/18/1994,0.383,0.659,4,-5.558,1,0.117,0,0.0778,0.327,140.795,353027,4
726KAdf3k8Ce8W95O38XNI,In The Summertime,Rayvon,55,7/11/1995,0.734,0.684,1,-13.822,1,0.253,0,0.0497,0.962,173.607,238360,4
2hPOOLM9Oefyy43eAXR4Hf,Total Eclipse Of The Heart - Dance Mix,Nicki French,44,6/22/2010,0.575,0.912,0,-7.039,1,0.00463,6.01E-05,0.352,0.591,135.988,232347,4
6CU0zWIWVTEnmWpSjVHM93,You Gotta Be,Des'ree,64,4/27/1994,0.623,0.669,0,-9.985,1,0.211,3.20E-06,0.111,0.492,94.028,245200,4
3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,64,6/16/1995,0.651,0.402,11,-9.303,1,0.639,7.73E-05,0.0765,0.258,119.873,345600,4
4WnYuVFXe6Si4fZqkxbnvS,Hold My Hand,Hootie & The Blowfish,62,7/1/1994,0.22,0.769,11,-5.125,1,0.208,0,0.0985,0.495,170.773,258333,4
7fXhkARAtS66kxexMIAx8O,One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,62,3/5/2007,0.725,0.68,0,-6.037,1,0.149,0,0.127,0.695,90.964,268707,4
3DWS2ZgcoQgfFm7uEnzYMI,Here Comes The Hotstepper - Heartical Mix,Salaam Remi,56,1994,0.888,0.462,7,-8.615,1,0.0159,0.000218,0.301,0.435,100.352,250427,4
4j1Bk0BEIGCF9hR7cSwl9d,Candy Rain,Soul For Real,62,1995,0.59,0.699,11,-7.529,0,0.00389,4.69E-05,0.0577,0.63,188.268,276067,4
6NGi23FFKq9tH5NR1NcTw2,Let Her Cry,Hootie & The Blowfish,63,7/1/1994,0.352,0.698,7,-6.278,1,0.0353,0,0.113,0.256,142.57,318533,4
7qnNnQTGxdzI2wZWpa0vDD,I Believe,David Kershenbaum,47,1/1/1995,0.491,0.458,11,-8.159,1,0.653,0,0.164,0.238,141.724,267493,4
6dW75XbJ1WAMljOXWjTK46,Red Light Special,TLC,53,11/15/1994,0.52,0.449,5,-8.957,0,0.205,0.000687,0.191,0.364,189.243,303960,3
6ayyzu6smOchwXO1vxwfn6,Runaway,Janet Jackson,44,10/10/1995,0.787,0.86,1,-4.974,1,0.364,0.041,0.0612,0.862,109.154,214933,4
25IRjWUZ60n7KXxcB4DiX9,Strong Enough,Sheryl Crow,60,8/3/1993,0.58,0.265,2,-15.267,1,0.796,0.00019,0.11,0.583,154.595,189827,3
7xG1fakElLbxwyr9eyGEK6,"Colors Of The Wind - End Title - From ""Pocahontas""/Soundtrack Version",Vanessa Williams,49,1/1/1995,0.55,0.241,10,-18.092,1,0.395,2.37E-05,0.104,0.135,83.964,257867,4
1ukbwpUGSimFKWxI7KfT8h,Someone to Love (feat. Babyface),Babyface,43,5/19/1995,0.667,0.456,6,-8.42,0,0.121,9.39E-06,0.0963,0.362,136.12,273400,4
1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be with You,Hootie & The Blowfish,68,7/1/1994,0.49,0.873,6,-5.861,1,0.107,5.19E-06,0.118,0.513,103.272,229587,4
0BTGqPIW9acmhhUmENkq5r,If You Love Me,Brownstone,59,6/1/1993,0.687,0.583,7,-10.224,1,0.225,0,0.105,0.211,95.138,304160,4
1QlIB0pkLKR8vEDSW7r42t,In The House Of Stone And Light,Martin Page,37,1/1/1994,0.623,0.797,11,-10.826,1,0.296,8.34E-05,0.613,0.802,89.274,300800,4
4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,Michael Marshall,72,1/1/1995,0.6,0.706,10,-7.899,0,0.209,0,0.125,0.58,173.926,253533,4
17aVK3oQdgwVG2l0HpP67W,Baby,Brandy,47,1994,0.807,0.651,5,-6.714,0,0.0236,6.65E-06,0.174,0.829,91.028,313293,4
0ibYVniVLMJWvc3eNfYk8T,Run Away,Real McCoy,50,3/28/1995,0.721,0.924,1,-8.282,1,0.000683,0.00382,0.0817,0.694,130.947,244133,4
6S8ZXzeXsfCj8qi9179McI,As I Lay Me Down,Sophie B. Hawkins,54,7/21/1994,0.519,0.737,10,-8.7,1,0.645,1.77E-06,0.271,0.668,82.999,248893,4
20VRVHMwAspwLA207PdKOn,He's Mine,MoKenStef,48,1/1/2000,0.616,0.535,11,-8.789,1,0.0814,0.0924,0.121,0.391,64.979,253040,4
7GNLvWRG9itrCk0zarYKmQ,December,Collective Soul,61,3/14/1995,0.683,0.645,0,-5.707,1,0.589,0.00432,0.18,0.366,121.995,285000,4
6C3yPXYG2NJYlIYVe5J7hv,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Mary J. Blige,61,9/16/2014,0.722,0.745,4,-6.059,0,0.151,6.26E-06,0.337,0.607,95.021,309947,4
3ldG6XCLDXxWg1N6XhrSKo,Shy Guy,Diana King,60,4/14/1995,0.714,0.825,11,-5.447,0,0.0128,0.000569,0.049,0.751,94.074,258560,4
4veE1jrMbVSy9FRCiYDGkD,I'm The Only One,Melissa Etheridge,57,1/1/1993,0.614,0.476,0,-9.648,1,0.0448,0,0.0608,0.644,84.938,295000,4
5u3rsmRYRSKJpFHXPT4p07,Every Little Thing I Do,Soul For Real,57,1995,0.713,0.378,7,-9.04,0,0.00561,0.00186,0.0845,0.291,99.055,260067,4
2rkVoKVEMuct8SmEIGKzBw,Before I Let You Go,Blackstreet,54,1/1/1994,0.67,0.468,1,-6.725,0,0.325,0,0.0516,0.486,140.069,299800,4
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,The Notorious B.I.G.,76,9/13/1994,0.78,0.575,9,-7.247,0,0.43,0,0.143,0.773,84.492,252747,4
0cBQbqp5jInL73ZxLBSGlX,Sukiyaki,4 P.M.,36,1/1/1995,0.363,0.388,11,-8.608,0,0.749,0,0.363,0.348,76.099,162093,4
6N9uyMZf9pbNOuomveWscp,I Wanna Be Down,Brandy,60,1994,0.703,0.469,11,-6.515,0,0.177,0,0.726,0.661,86.038,291667,4
61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,Boyz II Men,60,1/1/1994,0.567,0.501,2,-8.038,1,0.0995,0,0.0986,0.2,142.589,236773,3
6tDxrq4FxEL2q15y37tXT9,Dear Mama,2Pac,70,3/14/1995,0.773,0.54,6,-7.123,1,0.371,0,0.131,0.322,84.115,280000,4
2kQLJexCx8wPTAqK0x0ijO,Hold On,Jamie Walters,49,9/13/1994,0.571,0.553,0,-8.584,1,0.0319,0,0.109,0.209,126.215,264560,4
7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',Dr. Dre,62,4/11/1995,0.672,0.777,9,-4.238,0,0.0379,0.00141,0.159,0.238,90.575,305573,4
5IPJsGFKtxKDPCkT8lhEjN,The Rhythm of the Night,Corona,53,1995,0.688,0.782,5,-12.291,0,0.000235,0.666,0.0955,0.77,127.822,264307,4
7LF0YY1gON8rBECsyEs0Wb,Roll To Me,Del Amitri,59,1/1/1995,0.567,0.821,6,-5.894,1,0.418,0,0.108,0.895,150.106,132307,4
4LD5dhQ3kqpqe14sGPDtBC,Scream,Janet Jackson,54,6/16/1995,0.805,0.942,0,-6.584,1,0.0745,1.46E-05,0.415,0.608,106.525,278293,4
43sNw9nvGYGLYnNiwI8oMZ,Freek'n You,Jodeci,57,1/1/1995,0.709,0.52,5,-9.365,0,0.0682,0,0.0629,0.453,134.173,379240,4
3LklW07tvdx2AHsgfi1Mng,I Wish,Skee-Lo,62,9/2/1995,0.669,0.809,7,-7.146,1,0.00137,0,0.38,0.572,97.885,249293,4
0mh3kdiViRyeH8JzVL61Hw,Believe,Elton John,45,3/17/1995,0.497,0.523,0,-9.306,0,0.191,0.000102,0.141,0.194,138.061,295493,4
4QXhRjZacZ1gZUeL7Ukktw,Carnival,Natalie Merchant,50,1995,0.601,0.48,6,-11.41,0,0.2,0.0955,0.0297,0.802,188.214,361107,4
7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,62,10/21/1994,0.765,0.502,9,-7.393,1,0.119,0.0011,0.171,0.836,144.204,289440,4
6vcdzohhBSbNdsZBh5IRpQ,Back for Good - Radio Mix,Take That,68,5/8/1995,0.601,0.504,5,-9.761,1,0.31,0,0.137,0.564,78.986,242267,4
0SAIjVOwxVnO1l9HGvLuOU,Tootsee Roll (Dance Version),69 Boyz,51,5/27/1994,0.869,0.725,9,-12.507,0,0.0453,0,0.203,0.699,132.989,261360,4
5yaEeAMm4cW3JLQWaHVJ9e,Interlude: Pledge,Janet Jackson,24,9/19/1989,0.267,0.164,2,-26.916,0,0.726,0.00716,0.084,0.189,88.683,47667,4
2lp8xjq0WTm3HZKHuDEweg,Tell Me,Groove Theory,62,7/25/1995,0.8,0.362,6,-10.849,0,0.035,3.99E-06,0.0667,0.888,93.059,236067,4
174UISK3l7VRbigEHxEev7,Can't You See (feat. The Notorious B.I.G.),The Notorious B.I.G.,60,1/30/1996,0.744,0.574,8,-9.445,0,0.165,1.27E-05,0.295,0.805,86.278,281880,4
3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,67,8/3/1993,0.82,0.528,9,-11.179,1,0.111,0.0186,0.257,0.931,120.091,272107,4
7efK0NmI4QRUJdhPXDtjhZ,This Lil' Game We Play,The Hit Co.,20,1/22/2013,0.629,0.399,10,-13.437,0,0.269,0,0.0601,0.627,120.655,298080,4
0XVikcHfkoBvJ5ZU8xQBWn,Come and Get Your Love - Radio Edit,Real McCoy,43,3/28/1995,0.736,0.864,8,-6.567,1,0.0179,1.62E-05,0.345,0.763,108.828,194560,4
0ZLBD6hHGN9LYOtNlu2n8e,This Ain't A Love Song,Bon Jovi,61,6/27/1995,0.348,0.635,4,-6.836,1,0.0932,0,0.126,0.144,87.974,306240,3
15FcP9qwmIKqaD5NhfhNpu,Secret,Madonna,51,10/25/1994,0.813,0.655,1,-7.884,1,0.101,6.65E-05,0.146,0.46,99.982,304933,4
2zkN6n4TEvyQKkBDZMq8nN,Player's Anthem,"Junior M.A.F.I.A. feat. Notorius B.I.G.,  Lil' Cease, & Lil' Kim",11,6/6/2006,0.763,0.719,1,-6.22,1,0.11,2.08E-06,0.0888,0.579,88.139,306640,4
4dbZObCjUs95HtmEHfKbnU,Feel Me Flow,Naughty By Nature,63,1995,0.817,0.817,8,-4.911,0,0.098,1.61E-06,0.0798,0.854,90.194,212760,4
7gRPARHLsDZaf3QxSTuKT8,Every Day of the Week,Jade,34,9/23/1994,0.757,0.68,1,-8.857,1,0.0039,0,0.0742,0.831,97.382,315600,4
2aw72RcR4WQvmA9bICK8QZ,The Sweetest Days,Vanessa Williams,49,1/1/1994,0.482,0.301,10,-10.341,1,0.722,0.0012,0.166,0.0692,139.853,211293,4
6ZZr5ew0DvA6xda9T5owOU,Short Dick Man - Club Mix,Gillette,60,1994,0.894,0.764,4,-10.028,0,0.00154,0.0349,0.0323,0.796,127.038,290933,4
6AzzMupvtP4u4B8d5OWVUi,Brokenhearted (feat. Wanya Morris) - Single Version,Wanya Morris,40,4/5/2005,0.329,0.517,6,-7.178,1,0.488,0,0.0985,0.408,149.758,286493,4
2Pn5gvVioma5LHPxgEBBmD,"No More ""I Love You's""",Annie Lennox,60,1995,0.372,0.57,3,-7.305,1,0.517,2.57E-06,0.141,0.234,179.907,291333,4
0KhXVmAN4sqeEgsqRd39f2,You Used to Love Me,Faith Evans,54,1995,0.702,0.458,0,-8.195,1,0.247,1.64E-06,0.126,0.679,89.266,269173,4
2Ht2XbOKEay5ogJbDk3i9q,Constantly,Immature,32,1/1/1994,0.71,0.519,8,-9.933,1,0.165,0.00198,0.0854,0.577,117.837,343333,4
5TsHqbDKaSs4ECZX0045YS,Hold Me Thrill Me Kiss Me Kill Me,U2,50,1/1/2002,0.368,0.852,10,-6.978,0,7.47E-05,0.258,0.218,0.347,171.692,284600,4
0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,Crystal Waters,55,8/11/1998,0.811,0.725,8,-7.203,1,0.0843,0.0059,0.0567,0.698,120.242,278627,4
3s2hOHsOLl5DrocMxSrHJD,Ask of You (In the Style of Raphael Saadiq) [Performance Track with Demonstration Vocals],Done Again,22,12/25/2011,0.589,0.611,6,-9.959,1,0.42,0,0.12,0.819,86.011,268176,4
0lZWjBImx6kNe3WtOA09Xu,Sugar Hill,AZ,50,10/10/1995,0.682,0.647,8,-7.332,1,0.000693,5.97E-06,0.0693,0.529,181.86,249760,4
0ttHpMs250dpFkCYAnuhnE,Good,Better Than Ezra,61,2/28/1995,0.615,0.657,7,-6.873,1,0.000372,0.0204,0.132,0.792,109.95,185093,4
7rt0kEDWRg3pgTZJKuszoE,Brown Sugar,D'Angelo,58,7/3/1995,0.718,0.486,9,-8.342,1,0.53,0.0342,0.102,0.589,83.077,262893,4
5EExhZiAXIqw6M5FFGAiUb,Turn the Beat Around,Gloria Estefan,41,10/14/1994,0.735,0.804,6,-6.476,0,0.0145,0,0.0716,0.539,130.018,233200,4
3kGMziz884MLV1oCwrarmN,'Til You Do Me Right,After 7,46,1/1/1995,0.663,0.462,2,-8.784,0,0.306,0,0.0687,0.431,76.794,295000,4
1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,Bone Thugs-N-Harmony,64,7/25/1995,0.729,0.581,5,-8.235,0,0.0777,3.81E-06,0.696,0.508,74.038,314680,4
3Fe3L3N5pGaa0BBT4eVypZ,Like The Way I Do,Melissa Etheridge,56,1/1/1988,0.596,0.835,2,-13.021,0,0.0418,1.11E-05,0.059,0.637,101.359,324333,4
4vHp893kV7HksfB5FN1Nk5,I Live My Life for You,Firehouse,50,10/8/1996,0.519,0.517,1,-7.531,1,0.0537,0,0.0928,0.344,141.808,261827,4
2fPKE94A80uHDX6wpxkpLC,Dream About You,Stevie B,23,1994,0.361,0.338,4,-10.397,0,0.543,0,0.237,0.175,173.218,243810,5
0Jg602cHeMCnPez9baacIe,Cotton Eye Joe,Rednex,57,4/3/1995,0.738,0.937,9,-7.788,0,0.0124,0.00206,0.0338,0.614,131.994,193827,4
2ESAoDR0NAUMzm81TEBuJE,Thank You,Boyz II Men,34,1/1/1994,0.678,0.711,1,-8.949,1,0.0165,0,0.0184,0.91,95.101,275200,4
3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,Pretenders,69,6/1/1994,0.438,0.606,7,-6.549,1,0.3,4.49E-06,0.0754,0.266,133.822,240760,4
7262yTaZqR0OM0IzZhzFJ7,i miss you,N33T,7,6/18/2021,0.329,0.0251,0,-25.076,1,0.989,0.937,0.122,0.339,134.251,147697,1
7ynkMgK15OkMn5sOKOIru2,Give It 2 You,Da Brat,36,11/7/2000,0.76,0.598,10,-9.21,0,0.16,0,0.0698,0.747,92.003,232406,4
0YwUJOHKYxlm5gVfIkl8Ym,Best Friend,Brandy,51,1994,0.696,0.49,6,-6.631,0,0.155,0.000351,0.0563,0.557,179.825,288840,4
1uGht4m9AVY641N2DzoPpi,Misery,Soul Asylum,41,6/6/1995,0.38,0.643,0,-8.304,1,4.86E-05,2.67E-05,0.244,0.297,113.674,264360,4
6z3JD6IqVvu6TUBtCfQPbe,Can't Stop Lovin' You,Van Halen,50,1/24/1995,0.609,0.912,9,-3.324,1,0.0734,3.10E-06,0.159,0.564,118.035,247467,4
3y4LxiYMgDl4RethdzpmNe,Breathe,Faith Hill,65,11/9/1999,0.529,0.496,7,-9.007,1,0.173,0,0.251,0.278,136.859,250547,4
0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas),Rob Thomas,67,6/15/1999,0.609,0.923,9,-3.908,1,0.16,4.73E-06,0.295,0.961,115.996,294987,4
3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),The Product G&B,65,6/15/1999,0.777,0.601,2,-5.931,1,0.0406,0.00201,0.0348,0.68,97.911,261973,4
1m2xMsxbtxv21Brome189p,I Wanna Know,Joe,64,4/18/2000,0.725,0.487,8,-5.959,0,0.26,1.09E-05,0.431,0.599,136.086,296693,4
4cKGldbhGJniI8BrB3K6tb,Everything You Want,Vertical Horizon,62,6/14/1999,0.636,0.761,3,-6.389,0,0.0517,0,0.0642,0.736,93.896,257067,4
7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,74,7/27/1999,0.713,0.678,5,-3.525,0,0.273,0,0.149,0.734,138.009,271333,4
6nozDLxeL0TE4MS9GqYU1v,I Knew I Loved You,Savage Garden,68,11/9/1999,0.61,0.497,9,-9.88,1,0.32,6.11E-05,0.0884,0.739,85.031,250360,4
6qc34bnVOyqGDPni8H5W0U,Amazed,Lonestar,68,1999,0.561,0.543,1,-8.498,1,0.26,0,0.124,0.243,139.803,240867,4
6fA7akEuTUL3dW1V0GELaZ,Bent,Matchbox Twenty,53,5/23/2000,0.518,0.83,6,-6.814,0,0.0404,3.85E-06,0.375,0.527,95.468,256133,4
7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,Toni Braxton,65,2000,0.739,0.947,11,-1.916,0,0.00916,3.14E-05,0.326,0.766,88.009,261933,4
1ZozJfi8u9cO2Ob8KwiwNT,Higher,Creed,68,1/1/1999,0.459,0.83,2,-6.254,1,5.15E-05,0.00014,0.206,0.431,155.827,316733,4
6Wnlq1Pu3I0BajLvxn05Vr,Try Again,Aaliyah,62,7/7/2001,0.794,0.662,6,-4.913,0,0.0789,0,0.0937,0.683,93.053,284640,4
4pmc2AxSEq6g7hPVlJCPyP,Jumpin' Jumpin',Destiny's Child,69,7/27/1999,0.771,0.685,1,-4.639,1,0.00543,0.00157,0.0537,0.683,88.997,230200,4
5Mmk2ii6laakqfeCT7OnVD,Thong Song,Sisqo,68,1/1/1999,0.706,0.888,2,-6.959,1,0.119,9.64E-05,0.07,0.714,121.549,253733,4
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,3 Doors Down,77,2000,0.545,0.865,11,-5.708,0,0.00664,1.10E-05,0.168,0.543,99.009,233933,4
2qQTfMHztlpMT4YclPhjG0,Karaoke - There You Go,Karaoke - Pink,0,1/1/2006,0.592,0.819,10,-11.086,0,0.00344,1.89E-06,0.182,0.663,107.989,207827,4
2BcOZ4vOeu2qZowIHrvTYy,Music,Madonna,45,9/19/2000,0.736,0.802,7,-8.527,1,0.00149,0.0876,0.14,0.871,119.854,225973,4
0ekdT3jOhn3LinWtqHhmsw,Doesn't Really Matter,Janet Jackson,46,1/1/2001,0.771,0.796,5,-3.081,0,0.0993,0.00278,0.0981,0.801,99.316,265027,4
5bGmuxShUba9maPswDnhCs,What a Girl Wants,Christina Aguilera,62,1999,0.754,0.819,0,-6.833,1,0.0684,0,0.345,0.818,142.137,215800,4
6mwA6YiKDjAUG8kWvRRUPh,Back At One,Brian McKnight,68,9/21/1999,0.661,0.346,11,-9.115,1,0.452,0,0.131,0.256,129.752,263667,4
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,*NSYNC,69,3/21/2000,0.61,0.926,8,-4.843,0,0.031,0.0012,0.0821,0.861,172.638,200400,4
2dwhMQsFeHr2S787WxqAqW,You Sang To Me,Marc Anthony,56,9/28/1999,0.578,0.894,10,-5.42,1,0.0103,2.66E-06,0.216,0.741,165.98,347107,4
7ffwRz8lZyDOE4Vj58Lo72,I Need to Know,Marc Anthony,54,9/28/1999,0.813,0.949,3,-2.563,0,0.486,9.75E-06,0.112,0.792,115.061,227707,4
0AcLrSfAEBQcUnHOTm5pXg,Get It On Tonite,Montell Jordan,53,9/25/2015,0.807,0.498,10,-9.91,0,0.259,3.04E-05,0.0618,0.857,99.001,277413,4
3w8Mw9GHYepoTWOSdiyosj,Incomplete,Sisqo,59,1/1/1999,0.746,0.443,1,-7.693,0,0.282,0,0.14,0.272,119.311,274227,4
5TAf4lnZCZTLlZHNZMLFLi,I Try,Macy Gray,70,7/3/1999,0.593,0.642,2,-7.284,1,0.313,0.000582,0.0804,0.736,76.403,239440,4
2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,*NSYNC,67,3/21/2000,0.636,0.873,0,-4.672,0,0.0407,1.27E-06,0.0372,0.908,165.071,192427,4
5s4catxeZsaWFnOrvrXZHf,That's the Way It Is,Céline Dion,64,1999,0.634,0.886,9,-5.424,1,0.154,0,0.118,0.577,93.04,241373,4
3wMUvT6eIw2L5cZFG1yH9j,Country Grammar (Hot Shit),Nelly,68,6/27/2000,0.865,0.664,2,-6.822,1,0.00689,0,0.142,0.565,162.831,287000,4
1cjBan0t4eBk2Y5j17hdyf,Bring It All to Me (feat. *NSYNC),*NSYNC,56,5/28/1999,0.695,0.579,0,-5.066,1,0.000479,0,0.0556,0.726,88.957,218187,4
3BsaRV5QIulYz2lV9WWa8T,Show Me the Meaning of Being Lonely,Backstreet Boys,67,5/18/1999,0.63,0.625,6,-5.088,0,0.231,0,0.0765,0.683,167.998,234960,4
2fvMVlBkjaTIH7s0jQuTLB,Hot Boyz,Missy Elliott featuring Nas Eve and Q-Tip,0,5/16/2013,0.854,0.188,5,-10.88,0,0.235,0.234,0.0981,0.517,162.266,226637,4
6znv7i4Wif5fLwI6OjKHZ4,Back Here,BBMAK,49,1/1/2000,0.624,0.945,7,-3.109,1,0.0698,4.57E-06,0.0867,0.914,104.77,218200,4
4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,Sonique,61,8/24/2000,0.634,0.677,5,-7.278,0,0.0117,0.00103,0.126,0.558,135.012,240867,4
3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,Nine Days,65,5/16/2000,0.481,0.94,7,-5.204,1,0.000891,0,0.0939,0.66,96.493,189333,4
0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,Creed,63,1/1/1999,0.41,0.539,0,-8.412,1,0.00425,0.00089,0.117,0.141,138.852,274800,4
1lZ4j5WBURBwZ0M5TT46wP,Be With You,Enrique Iglesias,55,11/23/1999,0.69,0.871,1,-5.484,0,0.0359,0.000843,0.0347,0.561,121.984,220160,4
7A0apkTSTvMbSI7yplcmlh,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,63,1999,0.829,0.915,8,-3.205,1,0.226,1.25E-05,0.246,0.779,118.903,203333,4
2WfhlEjoUII31H6imnQdvF,No More,Ruff Endz,52,8/22/2000,0.839,0.641,10,-5.669,0,0.0324,4.56E-06,0.0602,0.927,97.004,242560,4
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,78,6/1/1999,0.434,0.897,0,-4.918,1,0.0103,0,0.612,0.684,148.726,167067,4
6vgN6KGstss0GnBbKlMNK9,The Way You Love Me,Faith Hill,57,11/9/1999,0.627,0.716,2,-7.175,1,0.127,0,0.0344,0.734,101.99,186067,4
4Do68W4FWO2hRAJCzG1lus,I Turn to You,Christina Aguilera,60,1999,0.599,0.47,1,-8.356,1,0.38,0,0.111,0.298,127.177,273707,4
1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,Third Eye Blind,63,11/23/1999,0.728,0.94,4,-5.034,1,0.0814,0.000162,0.109,0.967,113.76,237240,4
2AogRMqARWyUP7VQ3gmSoY,Can't Fight The Moonlight,LeAnn Rimes,65,1/30/2001,0.628,0.834,6,-6.341,0,0.403,0,0.051,0.626,97.865,215507,4
1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),98º,58,11/2/1999,0.348,0.532,10,-5.882,1,0.592,0,0.106,0.148,129.297,257360,4
18CODOzJ5DWzWh6kAeKiSC,Let's Get Married (feat. Run) - ReMarqable Remix,Lamarquis Jefferson,58,11/21/2006,0.852,0.694,1,-6.765,1,0.0121,0,0.126,0.789,109.906,249040,4
1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,Whitney Houston,66,11/17/1998,0.77,0.475,7,-9.512,1,0.0561,4.72E-06,0.0607,0.473,82.511,261573,4
50MfV7a1pnOEcf2t9kobxW,Then The Morning Comes,Smash Mouth,47,6/8/1999,0.729,0.881,5,-5.024,0,0.0231,0,0.0872,0.963,118.58,182267,4
2yAVzRiEQooPEJ9SYx11L3,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Gabry Ponte,74,1999,0.822,0.969,7,-11.471,0,0.259,0.000153,0.39,0.765,128.007,283748,4
4WhyHQ2BXi2VU1iaFbF6jv,Desert Rose,Cheb Mami,52,1/1/1999,0.577,0.654,0,-7.9,0,0.0143,0,0.114,0.13,111.993,285893,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,85,5/23/2000,0.949,0.661,5,-4.244,0,0.0302,0,0.0454,0.76,104.504,284200,4
635PqgECfFbL0MNLogX7Yv,Most Girls,P!nk,52,4/4/2000,0.742,0.732,2,-6.046,0,0.0424,0.00446,0.101,0.694,97.922,298960,4
1NNDZc9BHaWe9JqIsPRlNV,Wifey - Club Mix/Dirty Version,Next,58,6/20/2000,0.831,0.713,7,-6.967,0,0.0678,0,0.0659,0.683,99.584,243467,4
